enrollment_no,student_name,gender,age,section,course,year_enrollment,year_completion,hometown,category,father_occupation,mother_occupation,marks_10th,marks_12th,attendance,sgpa,cgpa,backlogs,suspension,family_income,fees_status,year_level,department,fees_flag,suspension_flag,age_at_enrollment,sgpa1,sgpa2,sgpa3,sgpa4,sgpa5,year,specialization,sgpa6,sgpa7,enrollment_no.,model_phase,final_phase,red_reason,ml_probability,rule_override,predicted_phase
BBA2023D016,Anjali Verma,F,20,D,B.B.A.,2023,2026,Karauli,General,Businessman,Homemaker,34.6,95.16,56.15,,6.66,1,No,2400000,Paid,3,BBA,0,0,18,6.16,7.07,6.76,6.59,6.74,,,,,,Yellow,Yellow,,0.44114949740296633,False,Yellow
BBA2023D017,Ramesh Lodha,M,20,D,B.B.A.,2023,2026,Phalodi,OBC,Businessman,Homemaker,56.01,72.85,53.87,,6.24,0,No,700000,Paid,3,BBA,0,0,18,5.89,5.81,7.0,6.73,5.78,,,,,,Orange,Orange,,0.5046068354243417,False,Orange
BBA2023D018,Pooja Sharma,F,22,D,B.B.A.,2023,2026,Karauli,OBC,Farmer,Homemaker,80.64,39.95,92.47,,8.26,0,No,600000,Paid,3,BBA,0,0,20,7.42,8.11,8.87,8.15,8.75,,,,,,Green,Green,,0.006172077922077922,False,Green
BBA2023D019,Vinod Nagar,M,21,D,B.B.A.,2023,2026,Hanumangarh,General,Laborer,Homemaker,38.29,70.8,91.08,,8.6,4,No,100000,Partial,3,BBA,1,0,19,9.32,8.41,8.61,8.88,7.82,,,,,,Yellow,Yellow,,0.1765580140926448,False,Yellow
BBA2023D020,Ashok Kumawat,M,20,D,B.B.A.,2023,2026,Devgarh,OBC,Laborer,Businesswoman,45.09,66.04,65.01,,6.92,5,No,300000,Partial,3,BBA,1,0,18,6.44,7.34,6.92,6.97,6.92,,,,,,Orange,Orange,,0.5240160145392241,False,Orange
BBA2023D021,Karan Yadav,M,20,D,B.B.A.,2023,2026,Hanumangarh,OBC,Doctor,Homemaker,36.29,18.94,74.74,,8.05,0,No,1600000,Paid,3,BBA,0,0,18,8.07,7.75,7.75,8.22,8.45,,,,,,Green,Green,,0.058454543147157055,False,Green
BBA2023D022,Sapna Jat,F,20,D,B.B.A.,2023,2026,Kota,General,Engineer,Homemaker,69.96,68.03,59.33,,7.16,0,No,1700000,Paid,3,BBA,0,0,18,7.91,6.21,8.04,5.9,7.72,,,,,,Yellow,Yellow,,0.2846648193047715,False,Yellow
BBA2023D023,Ramesh Lodha,M,20,D,B.B.A.,2023,2026,Hanumangarh,General,Laborer,Homemaker,27.99,38.67,65.16,,6.73,4,No,200000,Partial,3,BBA,1,0,18,6.53,6.87,6.92,6.39,6.96,,,,,,Orange,Orange,,0.5243439156199424,False,Orange
BBA2023D024,Kavita Singh,F,20,D,B.B.A.,2023,2026,Dausa,OBC,Teacher,Homemaker,86.63,77.59,49.43,,5.88,7,Yes,400000,Partial,3,BBA,1,1,18,5.48,5.22,5.94,6.92,5.81,,,,,,Orange,Orange,,0.4595267157195781,False,Orange
BBA2023D025,Praveen Soni,M,23,D,B.B.A.,2023,2026,Pali,General,Laborer,Homemaker,16.67,33.45,25.23,,4.64,5,No,200000,Partial,3,BBA,1,0,21,5.08,4.01,3.74,4.79,5.57,,,,,,Orange,Red,Forced Red due to critical safety threshold: Attendance <30%,0.5171902509369166,True,Red
BBA2023D026,Geeta Saini,F,22,D,B.B.A.,2023,2026,Banswara,General,Laborer,Homemaker,34.21,48.38,60.05,,6.88,5,No,100000,Partial,3,BBA,1,0,20,6.73,7.1,7.5,6.58,6.51,,,,,,Orange,Orange,,0.5062885436922978,False,Orange
BBA2023D027,Nidhi Beniwal,F,22,D,B.B.A.,2023,2026,Pratapgarh,EWS,Farmer,Homemaker,78.52,70.86,61.73,,6.71,0,No,62186,Partial,3,BBA,1,0,20,6.99,7.09,5.86,6.88,6.7,,,,,,Yellow,Yellow,,0.162862861938424,False,Yellow
BBA2023D028,Vikas Rathore,M,20,D,B.B.A.,2023,2026,Pushkar,General,Laborer,Homemaker,52.89,87.22,84.88,,7.68,4,No,200000,Partial,3,BBA,1,0,18,7.62,8.05,7.39,7.19,8.13,,,,,,Orange,Orange,,0.4276446233342835,False,Orange
BBA2023D029,Shweta Chauhan,F,21,D,B.B.A.,2023,2026,Dausa,General,Doctor,Farmer,74.31,34.89,90.85,,8.37,3,Yes,900000,Paid,3,BBA,0,1,19,8.99,8.24,7.87,7.97,8.78,,,,,,Yellow,Yellow,,0.13009665112016225,False,Yellow
BBA2023D030,Vinod Nagar,M,22,D,B.B.A.,2023,2026,Churu,General,Laborer,Teacher,39.69,27.15,88.84,,8.64,0,No,200000,Partial,3,BBA,1,0,20,9.33,8.79,9.11,7.7,8.29,,,,,,Green,Green,,0.033566843342394743,False,Green
BBA2023D031,Vikram Solanki,M,22,D,B.B.A.,2023,2026,Bhilwara,General,Teacher,Farmer,63.96,56.07,69.76,,7.2,5,No,400000,Partial,3,BBA,1,0,20,7.8,6.35,6.79,7.75,7.34,,,,,,Yellow,Yellow,,0.4429467498747624,False,Yellow
BBA2023D032,Ramesh Lodha,M,20,D,B.B.A.,2023,2026,Alwar,General,Businessman,Homemaker,66.29,52.32,59.78,,6.27,1,No,2700000,Paid,3,BBA,0,0,18,6.01,5.61,7.39,5.35,6.97,,,,,,Yellow,Yellow,,0.3474183314637648,False,Yellow
BBA2023D033,Nidhi Beniwal,F,20,D,B.B.A.,2023,2026,Banswara,General,Engineer,Homemaker,29.42,16.37,73.48,,7.71,0,No,1400000,Paid,3,BBA,0,0,18,7.09,8.04,6.78,8.98,7.65,,,,,,Orange,Orange,,0.6312387192884761,False,Orange
BBA2023D034,Seema Rathore,F,20,D,B.B.A.,2023,2026,Kishangarh,General,Teacher,Homemaker,66.87,55.57,85.09,,8.27,6,Yes,400000,Partial,3,BBA,1,1,18,8.45,7.64,8.03,8.04,9.18,,,,,,Orange,Orange,,0.4888649192665816,False,Orange
BBA2023D035,Shweta Chauhan,F,21,D,B.B.A.,2023,2026,Nagaur,General,Engineer,Homemaker,43.85,29.21,79.1,,7.83,0,Yes,800000,Paid,3,BBA,0,1,19,7.99,8.07,8.07,8.12,6.91,,,,,,Green,Green,,0.2995204312494226,False,Green
BBA2023D036,Ashok Kumawat,M,21,D,B.B.A.,2023,2026,Sikar,General,Engineer,Homemaker,54.96,51.14,68.8,,7.68,0,No,1300000,Paid,3,BBA,0,0,19,8.36,6.6,7.1,8.05,8.29,,,,,,Orange,Orange,,0.5177676932385025,False,Orange
BBA2023D037,Sneha Meena,F,21,D,B.B.A.,2023,2026,Nathdwara,General,Engineer,Farmer,37.7,81.39,89.98,,8.49,0,No,1800000,Paid,3,BBA,0,0,19,8.88,8.1,8.48,8.5,8.52,,,,,,Green,Green,,0.006179280803230383,False,Green
BBA2023D038,Karan Yadav,M,20,D,B.B.A.,2023,2026,Hanumangarh,General,Laborer,Homemaker,38.91,39.21,60.36,,6.49,6,Yes,200000,Partial,3,BBA,1,1,18,5.88,7.38,6.7,6.19,6.32,,,,,,Orange,Orange,,0.48177019221185075,False,Orange
BBA2023D039,Bhavya Soni,F,20,D,B.B.A.,2023,2026,Banswara,General,Laborer,Homemaker,40.2,18.23,87.39,,8.43,0,No,300000,Partial,3,BBA,1,0,18,8.41,7.4,8.77,8.38,9.18,,,,,,Green,Green,,0.0041384644766997705,False,Green
BBA2023D040,Ajay Sharma,M,20,D,B.B.A.,2023,2026,Jaipur,General,Farmer,Homemaker,56.48,74.07,36.68,,4.86,5,No,71832,Partial,3,BBA,1,0,18,5.25,4.55,4.48,4.97,5.03,,,,,,Orange,Orange,,0.522160423621375,False,Orange
BSC2025A001,Madan Singh,M,19,A,B.Sc,2025,2028,Beawar,General,Teacher,Teacher,37.92,35.57,82.02,7.19,7.19,0,No,700000,Paid,1,CS,0,0,19,,,,,,,,,,,Yellow,Yellow,,0.1770970796394388,False,Yellow
BSC2025A002,Vikas Rathore,M,20,A,B.Sc,2025,2028,Banswara,EWS,Laborer,Homemaker,80.79,69.71,59.04,5.32,5.32,0,No,200000,Partial,1,CS,1,0,20,,,,,,,,,,,Orange,Orange,,0.8575690159596939,False,Orange
BSC2025A003,Pooja Sharma,F,18,A,B.Sc,2025,2028,Dausa,General,Laborer,Homemaker,34.01,23.21,48.56,5.11,5.11,3,No,300000,Partial,1,CS,1,0,18,,,,,,,,,,,Orange,Orange,,0.9340514635740201,False,Orange
BSC2025A004,Geeta Saini,F,19,A,B.Sc,2025,2028,Banswara,OBC,Engineer,Homemaker,97.72,50.07,87.04,8.92,8.92,0,No,900000,Paid,1,CS,0,0,19,,,,,,,,,,,Green,Green,,0.0041384644766997705,False,Green
BSC2025A005,Rajat Dugar,M,19,A,B.Sc,2025,2028,Devgarh,General,Farmer,Homemaker,92.62,45.75,88.04,7.12,7.12,0,No,200000,Partial,1,CS,1,0,19,,,,,,,,,,,Yellow,Yellow,,0.21550488120186595,False,Yellow
BSC2025A006,Ritu Solanki,F,19,A,B.Sc,2025,2028,Khichan,General,Businessman,Homemaker,75.68,38.55,68.26,6.98,6.98,2,No,400000,Partial,1,CS,1,0,19,,,,,,,,,,,Yellow,Yellow,,0.12639859206622403,False,Yellow
BSC2025A007,Ritu Solanki,F,19,A,B.Sc,2025,2028,Pushkar,General,Teacher,Homemaker,78.75,54.54,97.19,9.5,9.5,0,Yes,78820,Partial,1,CS,1,1,19,,,,,,,,,,,Green,Green,,0.007532467532467532,False,Green
BSC2025A008,Sandeep Meena,M,19,A,B.Sc,2025,2028,Nawalgarh,General,Farmer,Homemaker,28.84,30.7,57.49,5.13,5.13,2,No,200000,Partial,1,CS,1,0,19,,,,,,,,,,,Orange,Orange,,0.9357164803292622,False,Orange
BSC2025A009,Geeta Saini,F,19,A,B.Sc,2025,2028,Jaipur,OBC,Farmer,Homemaker,77.21,40.65,78.73,7.32,7.32,0,No,500000,Partial,1,CS,1,0,19,,,,,,,,,,,Yellow,Yellow,,0.3030966943537639,False,Yellow
BSC2025A010,Meera Rathore,F,18,A,B.Sc,2025,2028,Banswara,General,Engineer,Teacher,35.91,57.86,73.15,8.24,8.24,0,No,1100000,Paid,1,CS,0,0,18,,,,,,,,,,,Green,Green,,0.03725519578460755,False,Green
BSC2025A011,Yashoda Khichar,F,18,A,B.Sc,2025,2028,Kota,General,Laborer,Homemaker,71.83,33.6,69.61,7.45,7.45,5,Yes,200000,Partial,1,CS,1,1,18,,,,,,,,,,,Orange,Orange,,0.8719207152356168,False,Orange
BSC2025A012,Bhupendra Saini,M,19,A,B.Sc,2025,2028,Nawalgarh,EWS,Farmer,Homemaker,98.96,87.03,64.1,5.21,5.21,0,No,300000,Partial,1,CS,1,0,19,,,,,,,,,,,Orange,Orange,,0.7734183301738655,False,Orange
BSC2025A013,Kamal Bishnoi,M,18,A,B.Sc,2025,2028,Karauli,General,Engineer,Teacher,17.85,29.17,56.01,5.5,5.5,4,Yes,700000,Paid,1,CS,0,1,18,,,,,,,,,,,Orange,Orange,,0.8749049152715502,False,Orange
BSC2025A014,Sunita Kothari,F,18,A,B.Sc,2025,2028,Ganganagar,General,Farmer,Businesswoman,64.23,51.7,38.33,4.35,4.35,0,No,400000,Partial,1,CS,1,0,18,,,,,,,,,,,Orange,Orange,,0.5785245922194175,False,Orange
BSC2025A015,Rohit Singh,M,19,A,B.Sc,2025,2028,Ganganagar,General,Laborer,Businesswoman,45.51,29.18,67.15,8.3,8.3,2,No,300000,Partial,1,CS,1,0,19,,,,,,,,,,,Yellow,Yellow,,0.4686832803894415,False,Yellow
BSC2025A016,Ajay Sharma,M,18,A,B.Sc,2025,2028,Hanumangarh,General,Farmer,Homemaker,16.53,37.13,74.15,3.6,3.6,2,Yes,400000,Partial,1,CS,1,1,18,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.6822390952961852,True,Red
BSC2025A017,Nikhil Beniwal,M,19,A,B.Sc,2025,2028,Banswara,General,Laborer,Homemaker,81.25,88.45,84.48,7.14,7.14,0,Yes,200000,Partial,1,CS,1,1,19,,,,,,,,,,,Yellow,Yellow,,0.23664829240462704,False,Yellow
BSC2025A018,Aman Verma,M,19,A,B.Sc,2025,2028,Karauli,OBC,Teacher,Homemaker,45.71,58.88,38.84,2.64,2.64,3,No,700000,Paid,1,CS,0,0,19,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5656680867283306,True,Red
BSC2025A019,Arjun Sharma,M,19,A,B.Sc,2025,2028,Hanumangarh,General,Businessman,Homemaker,40.61,44.85,30.51,2.6,2.6,2,No,2800000,Paid,1,CS,0,0,19,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5591025620274676,True,Red
BSC2025A020,Rohit Singh,M,18,A,B.Sc,2025,2028,Beawar,General,Farmer,Businesswoman,60.84,82.74,21.27,2.44,2.44,0,No,600000,Paid,1,CS,0,0,18,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: Attendance <30%,0.5742144662551563,True,Red
BSC2025A021,Karan Yadav,M,19,A,B.Sc,2025,2028,Khichan,OBC,Teacher,Homemaker,85.49,85.06,89.84,8.27,8.27,0,No,400000,Partial,1,CS,1,0,19,,,,,,,,,,,Green,Green,,0.04052788230343371,False,Green
BSC2025A022,Vikram Solanki,M,18,A,B.Sc,2025,2028,Phalodi,General,Farmer,Farmer,82.17,44.47,77.9,8.02,8.02,4,Yes,400000,Partial,1,CS,1,1,18,,,,,,,,,,,Orange,Orange,,0.5768867837985439,False,Orange
BSC2025A023,Bhavya Soni,F,19,A,B.Sc,2025,2028,Beawar,General,Businessman,Farmer,29.64,38.19,89.68,9.15,9.15,0,No,2300000,Paid,1,CS,0,0,19,,,,,,,,,,,Green,Green,,0.00478642366037324,False,Green
BSC2025A024,Rita Lodha,F,18,A,B.Sc,2025,2028,Ganganagar,General,Businessman,Farmer,63.04,95.52,98.13,9.16,9.16,0,Yes,3000000,Paid,1,CS,0,1,18,,,,,,,,,,,Green,Green,,0.01181818181818182,False,Green
BSC2025A025,Arjun Sharma,M,19,A,B.Sc,2025,2028,Ajmer,General,Teacher,Homemaker,67.48,43.98,82.04,6.75,6.75,2,Yes,800000,Paid,1,CS,0,1,19,,,,,,,,,,,Yellow,Yellow,,0.10487838294684824,False,Yellow
BSC2025A026,Sunita Kothari,F,19,A,B.Sc,2025,2028,Kota,General,Laborer,Homemaker,75.54,83.88,35.98,1.63,1.63,5,Yes,200000,Partial,1,CS,1,1,19,,,,,,,,,,,Red,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.3464398533910746,True,Red
BSC2025A027,Karan Yadav,M,20,A,B.Sc,2025,2028,Dausa,General,Businessman,Homemaker,75.91,79.77,76.06,7.1,7.1,0,No,1200000,Paid,1,CS,0,0,20,,,,,,,,,,,Yellow,Yellow,,0.3718361168795904,False,Yellow
BSC2025A028,Nisha Malik,F,19,A,B.Sc,2025,2028,Tonk,OBC,Engineer,Farmer,22.12,18.33,75.14,7.17,7.17,4,Yes,1400000,Paid,1,CS,0,1,19,,,,,,,,,,,Orange,Orange,,0.5766758464010578,False,Orange
BSC2025A029,Mamta Singh,F,18,A,B.Sc,2025,2028,Churu,OBC,Engineer,Homemaker,70.0,36.82,82.37,8.74,8.74,4,Yes,70566,Partial,1,CS,1,1,18,,,,,,,,,,,Orange,Orange,,0.3387333737934212,False,Orange
BSC2025A030,Nisha Malik,F,19,A,B.Sc,2025,2028,Nagaur,General,Farmer,Homemaker,64.75,37.93,54.86,5.53,5.53,3,Yes,500000,Partial,1,CS,1,1,19,,,,,,,,,,,Orange,Orange,,0.9201584154456776,False,Orange
BSC2025A031,Sunita Kothari,F,18,A,B.Sc,2025,2028,Karauli,OBC,Farmer,Homemaker,91.41,89.26,59.75,6.34,6.34,0,No,300000,Partial,1,CS,1,0,18,,,,,,,,,,,Yellow,Yellow,,0.24627561342831294,False,Yellow
BSC2025A032,Nidhi Beniwal,F,18,A,B.Sc,2025,2028,Sumerpur,General,Businessman,Homemaker,68.0,98.35,67.73,7.42,7.42,2,Yes,2700000,Paid,1,CS,0,1,18,,,,,,,,,,,Orange,Orange,,0.5587088870656666,False,Orange
BSC2025A033,Ritu Solanki,F,18,A,B.Sc,2025,2028,Udaipur,General,Businessman,Farmer,62.11,77.62,61.62,6.91,6.91,3,No,1200000,Paid,1,CS,0,0,18,,,,,,,,,,,Orange,Orange,,0.5952645537969313,False,Orange
BSC2025A034,Deepak Jat,M,19,A,B.Sc,2025,2028,Nathdwara,EWS,Laborer,Farmer,59.7,62.43,84.81,9.5,9.5,0,No,56511,Partial,1,CS,1,0,19,,,,,,,,,,,Green,Green,,0.029596652696166185,False,Green
BSC2025A035,Ajay Sharma,M,19,A,B.Sc,2025,2028,Pali,EWS,Teacher,Homemaker,70.78,75.74,85.69,9.5,9.5,0,No,500000,Partial,1,CS,1,0,19,,,,,,,,,,,Green,Green,,0.027085374500677467,False,Green
BSC2025A036,Priya Dugar,F,18,A,B.Sc,2025,2028,Khichan,General,Teacher,Teacher,86.06,72.23,47.26,6.79,6.79,2,No,800000,Paid,1,CS,0,0,18,,,,,,,,,,,Orange,Orange,,0.6440333008971278,False,Orange
BSC2025A037,Tarun Purohit,M,19,A,B.Sc,2025,2028,Kishangarh,General,Laborer,Homemaker,68.53,58.32,64.63,7.34,7.34,0,No,100000,Partial,1,CS,1,0,19,,,,,,,,,,,Yellow,Yellow,,0.20499164184001384,False,Yellow
BSC2025A038,Rekha Kumawat,F,18,A,B.Sc,2025,2028,Bikaner,General,Businessman,Homemaker,76.67,37.33,87.5,8.29,8.29,0,No,2100000,Paid,1,CS,0,0,18,,,,,,,,,,,Green,Green,,0.005567035905271199,False,Green
BSC2025A039,Arjun Sharma,M,18,A,B.Sc,2025,2028,Devgarh,OBC,Businessman,Homemaker,81.7,87.22,56.13,6.62,6.62,3,Yes,54765,Partial,1,CS,1,1,18,,,,,,,,,,,Orange,Orange,,0.5908517232719337,False,Orange
BSC2025A040,Rahul Bhati,M,18,A,B.Sc,2025,2028,Bhilwara,General,Laborer,Homemaker,67.33,57.54,75.55,8.17,8.17,0,No,200000,Partial,1,CS,1,0,18,,,,,,,,,,,Green,Green,,0.035789356351054714,False,Green
BSC2025B001,Tarun Purohit,M,18,B,B.Sc,2025,2028,Sumerpur,General,Laborer,Homemaker,61.17,87.04,93.34,8.45,8.45,5,Yes,100000,Partial,1,CS,1,1,18,,,,,,,,,,,Yellow,Yellow,,0.3329883049524877,False,Yellow
BSC2025B002,Pratap Chouhan,M,19,B,B.Sc,2025,2028,Bikaner,General,Farmer,Homemaker,90.86,49.67,94.56,9.2,9.2,0,No,500000,Partial,1,CS,1,0,19,,,,,,,,,,,Green,Green,,0.03001694712972908,False,Green
BSC2025B003,Nisha Malik,F,19,B,B.Sc,2025,2028,Bhilwara,General,Doctor,Homemaker,22.72,35.27,88.79,7.48,7.48,0,No,1500000,Paid,1,CS,0,0,19,,,,,,,,,,,Green,Green,,0.24837790010362262,False,Green
BSC2025B004,Nikhil Beniwal,M,19,B,B.Sc,2025,2028,Pali,EWS,Businessman,Homemaker,29.55,45.02,59.7,4.18,4.18,0,No,1300000,Paid,1,CS,0,0,19,,,,,,,,,,,Orange,Orange,,0.6842311378321206,False,Orange
BSC2025B005,Harsh Chauhan,M,18,B,B.Sc,2025,2028,Barmer,General,Laborer,Homemaker,98.36,63.92,51.37,5.21,5.21,2,No,100000,Partial,1,CS,1,0,18,,,,,,,,,,,Orange,Orange,,0.9390058550472083,False,Orange
BSC2025B006,Rajat Dugar,M,18,B,B.Sc,2025,2028,Beawar,OBC,Farmer,Homemaker,33.02,95.32,78.54,7.68,7.68,4,Yes,400000,Partial,1,CS,1,1,18,,,,,,,,,,,Orange,Orange,,0.6508867465686929,False,Orange
BSC2025B007,Sandeep Meena,M,18,B,B.Sc,2025,2028,Banswara,General,Farmer,Homemaker,45.24,39.74,84.88,8.02,8.02,0,No,300000,Partial,1,CS,1,0,18,,,,,,,,,,,Green,Green,,0.059170021234825204,False,Green
BSC2025B008,Neha Yadav,F,19,B,B.Sc,2025,2028,Dausa,OBC,Laborer,Homemaker,40.73,35.95,43.85,3.5,3.5,2,No,200000,Partial,1,CS,1,0,19,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5898178703698386,True,Red
BSC2025B009,Rahul Bhati,M,18,B,B.Sc,2025,2028,Bhilwara,OBC,Farmer,Homemaker,94.55,67.78,91.92,6.67,6.67,3,Yes,500000,Partial,1,CS,1,1,18,,,,,,,,,,,Yellow,Yellow,,0.17443928447099608,False,Yellow
BSC2025B010,Shweta Chauhan,F,19,B,B.Sc,2025,2028,Sumerpur,General,Farmer,Homemaker,31.45,23.25,43.38,3.78,3.78,0,No,200000,Partial,1,CS,1,0,19,,,,,,,,,,,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5875915177750649,True,Red
BSC2025B011,Meera Rathore,F,20,B,B.Sc,2025,2028,Tonk,EWS,Engineer,Farmer,33.63,52.69,30.6,3.78,3.78,5,Yes,1900000,Paid,1,CS,0,1,20,,,,,,,,,,,Red,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.34945572640694755,True,Red
BSC2025B012,Kavita Singh,F,19,B,B.Sc,2025,2028,Nawalgarh,General,Laborer,Homemaker,36.48,88.44,62.16,6.54,6.54,0,No,200000,Partial,1,CS,1,0,19,,,,,,,,,,,Yellow,Yellow,,0.1478463530033142,False,Yellow
BSC2025B013,Sangeeta Jain,F,20,B,B.Sc,2025,2028,Ajmer,EWS,Laborer,Homemaker,38.84,84.01,71.16,5.91,5.91,4,Yes,300000,Partial,1,CS,1,1,20,,,,,,,,,,,Yellow,Yellow,,0.4006197289091213,False,Yellow
BSC2025B014,Meera Rathore,F,18,B,B.Sc,2025,2028,Ganganagar,General,Farmer,Homemaker,35.48,48.18,64.5,5.78,5.78,3,Yes,400000,Partial,1,CS,1,1,18,,,,,,,,,,,Orange,Orange,,0.520686814412731,False,Orange
BSC2025B015,Anusha Goswami,F,19,B,B.Sc,2025,2028,Sawai Madhopur,OBC,Laborer,Homemaker,64.67,41.67,82.54,9.3,9.3,0,No,300000,Partial,1,CS,1,0,19,,,,,,,,,,,Green,Green,,0.004496240601503759,False,Green
BSC2025B016,Ashok Kumawat,M,19,B,B.Sc,2025,2028,Khichan,EWS,Farmer,Homemaker,44.61,15.32,67.31,6.78,6.78,4,Yes,600000,Paid,1,CS,0,1,19,,,,,,,,,,,Yellow,Yellow,,0.4175945568905931,False,Yellow
BSC2025B017,Aniket Goswami,M,19,B,B.Sc,2025,2028,Sumerpur,General,Teacher,Homemaker,50.93,96.57,90.3,8.19,8.19,5,Yes,500000,Partial,1,CS,1,1,19,,,,,,,,,,,Yellow,Yellow,,0.4011447675375217,False,Yellow
BSC2025B018,Ramesh Lodha,M,18,B,B.Sc,2025,2028,Ajmer,General,Laborer,Homemaker,59.29,35.07,87.76,8.08,8.08,1,No,300000,Partial,1,CS,1,0,18,,,,,,,,,,,Green,Green,,0.057447366213772,False,Green
BSC2025B019,Rajat Dugar,M,18,B,B.Sc,2025,2028,Phalodi,General,Engineer,Homemaker,39.05,81.26,62.97,6.13,6.13,0,No,1700000,Paid,1,CS,0,0,18,,,,,,,,,,,Yellow,Yellow,,0.14852430064751074,False,Yellow
BSC2025B020,Pallavi Purohit,F,18,B,B.Sc,2025,2028,Nathdwara,General,Businessman,Farmer,55.2,93.03,67.14,7.31,7.31,0,No,1900000,Paid,1,CS,0,0,18,,,,,,,,,,,Yellow,Yellow,,0.19504404816623078,False,Yellow
BSC2025B021,Anjali Verma,F,19,B,B.Sc,2025,2028,Sawai Madhopur,General,Laborer,Businesswoman,44.41,37.82,99.15,9.5,9.5,4,Yes,300000,Partial,1,CS,1,1,19,,,,,,,,,,,Yellow,Yellow,,0.07011771409080508,False,Yellow
BSC2025B022,Bhupendra Saini,M,19,B,B.Sc,2025,2028,Kota,General,Engineer,Homemaker,81.33,96.66,68.28,8.0,8.0,3,No,1600000,Paid,1,CS,0,0,19,,,,,,,,,,,Orange,Orange,,0.7637929125275434,False,Orange
BSC2025B023,Deepak Jat,M,19,B,B.Sc,2025,2028,Nawalgarh,General,Doctor,Homemaker,31.3,36.19,80.53,6.87,6.87,0,No,1300000,Paid,1,CS,0,0,19,,,,,,,,,,,Yellow,Yellow,,0.18358682145691171,False,Yellow
BSC2025B024,Suraj Kothari,M,18,B,B.Sc,2025,2028,Ajmer,General,Teacher,Homemaker,63.84,62.19,75.66,7.68,7.68,7,Yes,700000,Paid,1,CS,0,1,18,,,,,,,,,,,Orange,Orange,,0.6951674736666299,False,Orange
BSC2025B025,Meera Rathore,F,19,B,B.Sc,2025,2028,Sikar,General,Teacher,Teacher,52.6,53.59,66.21,7.62,7.62,1,Yes,700000,Paid,1,CS,0,1,19,,,,,,,,,,,Orange,Orange,,0.829056830991506,False,Orange
BSC2025B026,Uma Meghwal,F,18,B,B.Sc,2025,2028,Nathdwara,OBC,Farmer,Teacher,89.29,54.17,90.57,8.77,8.77,5,Yes,500000,Partial,1,CS,1,1,18,,,,,,,,,,,Yellow,Yellow,,0.33982956707382495,False,Yellow
BSC2025B027,Saurabh Jain,M,18,B,B.Sc,2025,2028,Churu,General,Businessman,Homemaker,80.23,80.81,72.15,7.76,7.76,0,No,2700000,Paid,1,CS,0,0,18,,,,,,,,,,,Orange,Orange,,0.516317529367286,False,Orange
BSC2025B028,Kavita Singh,F,18,B,B.Sc,2025,2028,Jodhpur,General,Teacher,Homemaker,71.88,82.23,73.55,7.66,7.66,0,No,500000,Partial,1,CS,1,0,18,,,,,,,,,,,Orange,Orange,,0.643617197952669,False,Orange
BSC2025B029,Sunita Kothari,F,19,B,B.Sc,2025,2028,Jaipur,General,Businessman,Homemaker,27.57,27.57,57.85,6.06,6.06,2,No,2100000,Paid,1,CS,0,0,19,,,,,,,,,,,Yellow,Yellow,,0.3988945886005516,False,Yellow
BSC2025B030,Aakash Bhati,M,18,B,B.Sc,2025,2028,Bhilwara,EWS,Laborer,Homemaker,93.08,90.3,50.7,5.89,5.89,0,No,200000,Partial,1,CS,1,0,18,,,,,,,,,,,Orange,Orange,,0.6037492101518989,False,Orange
BSC2025B031,Anju Nagar,F,19,B,B.Sc,2025,2028,Kishangarh,General,Laborer,Homemaker,35.98,80.18,92.3,7.63,7.63,1,No,100000,Partial,1,CS,1,0,19,,,,,,,,,,,Green,Green,,0.27844216214753964,False,Green
BSC2025B032,Mamta Singh,F,19,B,B.Sc,2025,2028,Pratapgarh,General,Engineer,Homemaker,26.63,17.42,88.41,7.78,7.78,0,No,1600000,Paid,1,CS,0,0,19,,,,,,,,,,,Green,Green,,0.23103575527120795,False,Green
BSC2025B033,Ramesh Lodha,M,18,B,B.Sc,2025,2028,Pushkar,General,Engineer,Businesswoman,58.85,64.12,90.04,8.94,8.94,0,Yes,1000000,Paid,1,CS,0,1,18,,,,,,,,,,,Yellow,Yellow,,0.033508598335665996,False,Yellow
BSC2025B034,Kamal Bishnoi,M,19,B,B.Sc,2025,2028,Tonk,General,Doctor,Homemaker,41.21,68.85,88.87,7.69,7.69,0,Yes,1600000,Paid,1,CS,0,1,19,,,,,,,,,,,Yellow,Yellow,,0.2716221334671711,False,Yellow
BSC2025B035,Ashok Kumawat,M,18,B,B.Sc,2025,2028,Kishangarh,General,Farmer,Homemaker,96.12,43.51,87.6,7.49,7.49,0,No,300000,Partial,1,CS,1,0,18,,,,,,,,,,,Yellow,Yellow,,0.27838074043099703,False,Yellow
